ID,Name,Pronoun,Birthday,Weight,ZipCode,SqFt,Pets,Water,Shoes,Commute,NumKids,Exercise,Beverage
100666,Francis Willy - physician,he,1995-07-28,156.91,08161,1822,"fish,dog,dog",111.04,10,26.93,2,Low,Tea
100667,James Walker - assistant manager,he,1994-01-02,184.44,06861,2153,cat,115.07,6,15.22,4,Medium,Cocoa
100668,Donald Ramos - trucker,he,1951-12-19,222.46,03977,2194,,130.78,8,8.41,2,Medium,Cocoa
100669,Joel Heath - teacher,they,1934-11-19,144.67,06393,2068,"dog,bird,hamster,fish,cat,hamster",55.61,2,8.8,None,None,Coffee
100670,Jesus Jenkins - assistant manager,he,1975-09-15,218.38,00221,1552,"fish,cat,bird,dog,hamster,dog",92.59,7,32.39,3,None,Tea
100671,Albert Dennis - physician,he,1990-09-28,153.77,00221,-1000,"cat,lizard,dog,fish,bird,dog",148.18,10,24.04,3,Low,Coffee
100672,Marcia Malloy - vice president,she,1972-09-16,176.98,08161,2070,dog,156.17,11,33.56,2,Medium,Cider
100673,Joshua Marquez - teacher,he,1947-09-14,180.92,08161,979,"dog,dog,fish",82.79,5,12.43,2,High,Coffee
100674,Matt Moore - sales associate,he,1926-07-09,204.34,06393,2111,"bird,cat,dog,bird,dog,cat",101.26,3,30.01,2,High,Tea
100675,Tracy Brent - teacher,she,1972-02-11,144.39,08161,1117,"hamster,lizard",62.11,6,86.15,4,None,Coffee
100676,Cesar Toland - vice president,he,1939-06-02,194.9,00221,2348,"fish,dog,hamster,dog,dog,hamster",106.47,5,18.93,1,Medium,Tea
100677,Joye Ledesma - assistant manager,she,1962-01-15,166.64,00221,1422,,137.5,11,19.14,2,None,Cider
100678,Steven Flint - software engineer,he,1960-08-23,215.99,00445,2060,dog,55.38,4,36.77,5,Low,Cider
100679,Eric Childress - sales associate,he,1993-04-21,205.82,03977,1626,,96.58,5,13.54,2,None,Tea
100680,Robert Ruiz - sales associate,they,1996-01-24,155.46,00221,1440,dog,14.88,9,3.38,2,Low,Coffee
100681,Maria Padilla - vice president,she,1988-12-18,150.06,00221,1769,"fish,dog",132.55,11,32.42,2,Medium,Cocoa
100682,Lyle Moore - trucker,he,1974-11-01,179.42,00221,1825,"hamster,dog,cat,cat,cat",62.39,9,42.25,2,None,Coffee
100683,Lori Ramsdell - vice president,she,1948-02-26,159.48,00221,1876,,101.3,7,41.1,1,Medium,Cider
100684,Jason Loper - vice president,he,1968-08-27,164.33,00221,2451,dog,14.98,6,21.57,1,Low,Cocoa
100685,Myrtle Deschamps - vice president,she,1951-07-26,165.11,06861,2224,,42.59,4,26.43,2,High,Cider
100686,Alene Kirk - vice president,she,1989-09-25,183.51,00221,1446,,137.07,4,48.44,4,Low,Cider
100687,Anna Bonn - assistant manager,she,2004-06-28,166.95,08161,2419,bird,59.7,4,13.44,4,Low,Tea
100688,Ryan Hill - scientist,he,1944-11-11,183.08,00445,2024,"fish,cat,bird,cat",106.81,6,43.25,3,High,Cocoa
100689,Charles Blake - physician,he,1932-06-16,156.31,00221,1749,"dog,dog",69.76,3,53.3,1,Low,Cider
100690,Steven Mcintosh - vice president,he,1959-10-01,147.23,00221,2191,"cat,dog",26.17,5,4.28,2,Medium,Coffee
100691,Carolyn Head - trucker,she,1985-12-04,176.14,00221,1837,"dog,dog,fish,bird,dog,cat",66.68,2,18.24,3,High,Coffee
100692,Rita Beery - teacher,she,1941-10-14,152.85,04532,1688,"bird,fish,dog,bird,dog,cat",61.7,10,37.46,2,None,Cocoa
100693,Gail Deiss - engineer,she,1972-02-05,176.61,07770,3203,bird,164.41,12,5.61,1,High,Tea
100694,Susan Hernandez - vice president,she,1973-04-11,168.39,08161,2306,fish,102.11,7,14.72,2,High,Cocoa
100695,Tony Beltran - physician,he,1953-04-26,155.6,00445,2082,,30.84,3,1.47,2,None,Coffee
100696,Helen Simmons - assistant manager,she,1970-12-02,216.83,03977,1515,cat,51.11,4,84.6,2,Low,Cider
100697,Jimmy Hawthorne - physician,he,2004-08-02,244.64,03977,1809,"hamster,dog",42.18,16,46.79,2,None,Tea
100698,Freddie Hughes - teacher,he,1974-02-05,160.55,00221,1894,"hamster,dog,lizard,fish,bird,fish",92.34,8,40.39,3,High,Tea
100699,Corey Barber - teacher,he,1930-02-19,234.09,03977,1714,,91.55,15,10.7,1,None,Cocoa
100700,Christina Thomas - physician,she,1947-11-16,145.68,03977,1957,"cat,cat,bird",98.3,6,2.93,2,None,Coffee
100701,Johnny Whitton - teacher,he,2003-12-08,218.84,06861,2337,"dog,bird,lizard,bird,dog,cat",110.09,5,48.04,None,Low,Coffee
100702,Melvin Matinez - vice president,they,1995-02-02,378.31,00221,2351,"dog,fish",104.21,7,17.06,3,None,Coffee
100703,Margaret Guerrero - assistant manager,she,1984-03-10,205.94,03977,2088,dog,84.82,6,12.12,3,None,Tea
100704,Joseph Johnson - physician,he,1960-07-21,208.15,07770,1008,,99.7,13,25.54,2,Medium,Coffee
100705,Kelly Boeding - sales associate,she,1969-02-12,177.89,03977,1700,"dog,fish,dog",93.98,4,3.45,4,High,Coffee
100706,Robin Williams - software engineer,she,2004-11-09,175.5,00221,1885,bird,-20.7,19,51.22,3,Medium,Cocoa
100707,Debbie Sanford - assistant manager,they,1988-12-05,183.53,03977,2007,"cat,dog",11.22,9,18.49,2,Medium,Tea
100708,Paul Chilton - receptionist,he,1992-11-07,192.13,06861,2403,"bird,bird,dog,dog,dog",72.46,8,9.88,4,High,Coffee
100709,Susan Scott - vice president,she,1969-07-09,147.18,04532,1663,dog,118.71,5,37.92,4,Low,Cider
100710,John Tharp - engineer,he,1925-08-27,161.45,00221,1669,"dog,fish,hamster,cat,dog,cat",51.64,4,35.68,4,None,Cocoa
100711,Michael Griffin - trucker,he,1973-08-08,174.84,00221,953,hamster,63.61,7,24.03,2,Medium,Coffee
100712,James Crowe - software engineer,he,1937-01-19,173.71,08161,1852,"bird,cat,hamster,fish,bird",91.84,4,62.67,2,None,Cocoa
100713,Heather Mccullough - physician,she,1926-03-22,181.44,08161,1257,"fish,fish",75.9,7,7.92,2,None,Cocoa
100714,Brian Mcguire - sales associate,he,1954-03-14,166.86,00221,2262,dog,149.0,15,33.76,1,Medium,Cider
100715,Barbara Harrington - assistant manager,she,1979-12-03,155.14,00849,2574,"cat,hamster,bird,dog,dog,fish",4.22,7,25.35,None,Low,Coffee
100716,Crystal Erwin - physician,she,1999-08-12,189.27,06393,2144,dog,99.78,7,18.92,2,High,Cocoa
100717,Krista Bullock - software engineer,she,1940-11-10,159.7,03977,2038,"cat,fish",69.17,6,8.2,3,High,Tea
100718,Morris Nester - software engineer,they,1987-10-08,145.8,00221,2145,"dog,bird,dog,fish",18.19,4,49.09,2,Low,Tea
100719,Ethel Gary - receptionist,she,1947-09-28,209.94,00849,2420,"cat,cat,dog,dog",49.07,6,50.05,2,Medium,Cocoa
100720,George Motley - trucker,he,1935-03-01,205.06,08161,1516,"lizard,lizard,dog,cat,lizard,lizard",62.22,4,29.06,3,None,Coffee
100721,Michael Schoeck - physician,he,1971-01-04,208.95,00221,1984,fish,70.08,11,7.53,1,Medium,Tea
100722,Thomas Perry - teacher,he,1973-08-25,178.03,07770,2667,dog,19.37,14,7.86,2,Low,Tea
100723,Mary Taylor - engineer,she,1973-05-20,176.43,03977,1604,"fish,dog",152.46,0,2.81,1,Medium,Coffee
100724,Luella Guevara - physician,she,1976-12-28,158.87,06393,2095,"hamster,hamster,dog",163.11,5,12.6,2,High,Tea
100725,Joe Gent - trucker,they,1999-07-23,156.9,00445,2306,"lizard,fish,cat",-15.21,11,27.55,2,None,Coffee
100726,John Leonard - sales associate,he,2002-12-19,205.62,03977,1810,"dog,lizard,cat,fish,dog",45.26,6,29.53,None,Low,Coffee
100727,Christopher Nall - vice president,he,1971-05-06,245.88,08161,2366,"dog,fish,dog,fish,bird",0.52,5,25.82,3,None,Coffee
100728,Amelia Dubuque - software engineer,she,1982-02-13,182.28,06861,2295,fish,59.68,2,26.47,1,None,Cocoa
100729,Rosa Skillings - vice president,she,1961-01-23,158.6,00849,2741,"bird,cat",93.62,2,0.32,4,None,Coffee
100730,Robert Matheny - assistant manager,he,1987-12-16,168.15,06861,2452,"cat,fish,fish,dog,dog,hamster",40.0,4,13.42,1,High,Coffee
100731,Lucy Richardson - physician,she,1955-09-15,179.91,00221,2185,,109.4,0,67.11,None,Medium,Cider
100732,Aaron Dunbar - vice president,he,1963-08-07,164.69,03977,-1000,,154.36,9,5.9,1,High,Cocoa
100733,Gary Labadie - vice president,he,1934-12-25,144.71,03977,1540,dog,130.87,3,22.96,3,None,Cider
100734,Arturo Rodriguez - sales associate,he,1968-06-02,142.61,03977,1743,,115.55,15,0.84,4,None,Coffee
100735,Daniel Palmieri - physician,he,1926-03-04,164.26,00221,1525,"cat,dog,cat",115.8,6,12.21,1,High,Cocoa
100736,Ferdinand Ingram - software engineer,they,1967-11-19,175.73,00221,2114,dog,57.95,4,12.94,2,None,Cocoa
100737,Collin Smith - sales associate,he,1925-12-07,202.8,04532,1726,lizard,77.13,5,6.69,4,Medium,Cocoa
100738,Doris Mcmanus - receptionist,they,1994-07-12,146.98,03977,1302,"cat,dog",98.11,10,17.94,None,Low,Tea
100739,Ginger Ooten - teacher,she,1937-02-24,159.2,08161,1919,"cat,dog,dog",18.71,4,42.58,2,None,Cider
100740,Mattie Bradley - assistant manager,she,1951-09-17,169.38,03977,2079,,84.39,6,12.44,2,Medium,Cocoa
100741,Allan Stayton - assistant manager,he,2003-03-28,205.64,00221,1447,,63.55,7,2.4,1,High,Coffee
100742,Thomas Gaddie - vice president,he,1996-03-27,146.82,00221,1717,"dog,cat",24.07,5,11.31,2,Medium,Coffee
100743,Jennifer Tucker - sales associate,she,1943-03-25,191.78,00221,2245,"fish,bird",135.79,11,17.73,3,Low,Cocoa
100744,Kandi Locklear - physician,she,1946-10-05,164.54,03977,1457,dog,135.35,11,25.36,2,High,Cider
100745,Daniel Canty - physician,he,1975-07-02,189.8,00221,2099,,6.86,7,24.53,4,High,Cider
100746,Vincent Odebralski - software engineer,he,1985-10-15,186.8,08161,2087,"fish,lizard",93.6,1,44.91,None,Medium,Cocoa
100747,Harold Price - sales associate,he,2004-08-05,180.69,00221,1327,"fish,dog,bird,dog,hamster,dog",57.04,2,38.99,2,High,Coffee
100748,Mary Ramos - teacher,she,1974-08-12,157.51,00221,1736,"bird,bird",60.86,9,6.01,3,None,Coffee
100749,Judith Smith - teacher,she,1959-11-23,136.75,00221,1979,"dog,dog",87.69,2,1.4,2,Medium,Coffee
100750,Dennis Samson - general manager,they,1976-03-17,140.64,00221,2229,"dog,dog,bird,bird",98.08,8,35.03,1,Low,Tea
100751,John Roney - scientist,he,1984-06-22,160.18,06861,2166,,126.22,9,56.96,3,Low,Cider
100752,Leticia Lazo - general manager,she,1984-06-14,166.85,06393,2169,,17.86,5,9.0,4,Medium,Tea
100753,Timothy Barbetta - general manager,he,1990-06-05,203.57,03977,1965,,56.79,6,17.46,None,None,Cocoa
100754,Cheryl Brooks - scientist,she,1965-04-05,176.34,02585,2505,,32.22,7,46.38,2,None,Cider
100755,Chad Bells - assistant manager,he,1988-12-02,261.7,08161,1830,cat,105.24,3,15.62,2,None,Cocoa
100756,Joanna Nelson - physician,she,1984-10-28,168.77,00849,2894,"cat,fish,fish",101.95,11,6.48,3,High,Coffee
100757,Kenneth Kim - receptionist,he,1947-12-01,189.67,00445,1756,,60.84,8,10.38,3,None,Cocoa
100758,Jennifer Mccormick - physician,she,1961-03-20,167.3,03977,1883,"fish,hamster,dog,cat,cat,cat",91.89,6,47.22,5,None,Cocoa
100759,Robert Nelson - sales associate,he,2002-07-24,218.99,00221,2549,,106.85,4,4.24,2,Low,Coffee
100760,Manuela Bower - physician,she,1970-10-15,178.22,03977,1714,"cat,dog,lizard,bird,bird,dog",145.54,5,38.81,1,High,Tea
100761,Jordan Stracener - teacher,he,1939-12-09,184.9,08161,2307,"hamster,cat,cat,dog,dog",111.43,0,32.7,3,None,Tea
100762,Emily Haack - teacher,she,1945-08-19,150.38,08161,2105,,38.57,6,14.41,2,High,Cider
100763,Leigh Ramirez - vice president,they,1944-07-28,141.66,03977,1712,dog,103.37,4,14.53,2,None,Cider
100764,Geneva Sixkiller - assistant manager,she,1979-04-19,151.72,00221,1837,"dog,fish,dog,bird",107.81,5,1.79,4,High,Coffee
100765,Mary Boykin - scientist,she,1948-07-10,175.8,00221,1614,"dog,hamster,bird,bird",57.47,11,36.53,4,High,Cocoa
100766,Marcus Nickolas - engineer,he,1946-07-10,192.19,07770,2649,"fish,hamster",40.78,1,19.26,None,Low,Cocoa
100767,Joshua Mcdonald - software engineer,he,1965-05-14,194.8,00221,2041,"dog,fish,cat,cat,cat,bird",121.7,11,8.13,3,High,Coffee
100768,Alan Johnson - trucker,he,1937-05-22,199.61,00221,2375,"fish,dog,dog,cat,fish,hamster",45.48,9,51.23,5,Medium,Cocoa
100769,Tiffany Carrales - assistant manager,she,2004-08-02,161.53,00849,3948,"cat,bird,cat,fish,bird,bird",82.27,4,25.08,1,High,Coffee
100770,Gregory Aldridge - trucker,he,1939-01-01,246.34,00221,2202,"hamster,dog",140.27,6,17.25,1,Low,Cocoa
100771,Antonia Bender - teacher,she,1987-02-25,205.37,00221,1959,"fish,fish,fish,dog",45.76,10,6.87,3,High,Coffee
100772,Evelyn Gallegos - scientist,she,1975-09-19,149.13,08161,1820,"fish,dog,dog,dog,hamster,dog",130.91,10,24.58,4,Low,Tea
100773,Betty Moody - vice president,they,1985-09-21,144.01,00221,1762,"fish,fish,cat,dog,dog,bird",106.3,8,40.77,3,Medium,Tea
100774,Mark Goodman - software engineer,he,1960-02-17,238.05,04532,1660,"dog,bird,bird,dog,hamster,cat",207.54,11,12.49,4,None,Coffee
100775,Sparkle Plunkett - vice president,she,1963-08-20,138.6,00849,2772,"bird,dog,cat,dog,cat,dog",75.24,11,36.6,3,None,Tea
100776,Owen Bush - engineer,they,2000-07-04,141.61,06393,2080,cat,79.24,5,19.77,None,Medium,Tea
100777,Samuel Lozano - trucker,they,1995-11-17,370.58,03977,2194,"lizard,fish,dog",109.14,6,11.68,None,None,Coffee
100778,Diane Rigdon - teacher,she,1927-10-28,138.25,06861,2348,"cat,dog,hamster,dog,cat",109.47,3,19.57,2,Low,Tea
100779,Robert Stubbs - assistant manager,he,1925-01-24,130.43,00221,1915,"cat,dog,dog,cat,cat",118.75,9,20.49,2,None,Coffee
100780,Wayne Ingram - scientist,he,1938-04-24,219.17,03977,2034,,81.57,6,11.84,4,Low,Cocoa
100781,Mark Schwartz - trucker,he,1995-06-17,188.51,00849,2744,"cat,fish",105.37,3,28.56,3,None,Tea
100782,Patricia Gallegos - trucker,she,2005-11-25,207.6,00221,1616,,62.53,5,47.42,2,None,Cocoa
100783,Claire Kao - trucker,she,1958-01-03,157.06,08161,1565,"dog,bird,fish",131.01,6,33.82,4,Low,Cocoa
100784,Johnny Treadway - vice president,he,1946-09-15,224.11,00221,2035,cat,115.81,6,11.47,None,None,Cocoa
100785,Rick Becker - vice president,he,1976-05-23,167.5,03977,1423,"bird,cat",84.27,10,27.84,1,High,Cocoa
100786,Andre Brooker - physician,he,1994-08-20,184.75,07770,789,,61.33,8,42.77,3,Medium,Coffee
100787,Renee Eyler - software engineer,she,1971-11-07,157.49,03977,1429,cat,21.13,2,3.8,5,None,Tea
100788,Ulysses Smith - assistant manager,he,1973-06-28,193.38,00445,2029,"hamster,fish,dog",31.47,9,55.86,None,Low,Cocoa
100789,Charles Gilligan - software engineer,they,1992-04-18,135.0,00221,2129,"fish,cat",117.88,9,3.83,5,High,Coffee
100790,Cindy Williams - physician,she,1970-07-09,161.8,08161,1661,cat,119.99,6,32.75,1,Low,Cider
100791,Diana Smith - trucker,she,1957-09-04,208.74,08161,2335,"fish,dog,dog,dog,dog,dog",142.38,12,35.29,3,None,Tea
100792,Eric Johnston - scientist,he,1936-06-25,194.54,00221,2472,"dog,fish,dog,dog,bird,bird",163.47,3,20.21,2,None,Tea
100793,Kathryn Ross - vice president,she,1934-05-15,170.94,03977,1677,"bird,cat",82.48,5,3.71,3,None,Tea
100794,Deborah Head - vice president,they,1962-03-01,211.83,06861,2237,fish,90.93,5,23.78,1,None,Cider
100795,Deborah Simon - trucker,she,1934-12-04,172.03,00221,2995,,117.15,16,69.08,2,Medium,Cider
100796,Randy Barnett - software engineer,he,1943-10-13,199.93,00221,1686,dog,158.96,3,11.59,3,None,Cocoa
100797,Kathleen Madlung - physician,she,1946-03-06,198.28,00221,1290,"fish,dog,hamster,bird,lizard",95.5,0,35.24,None,Low,Cocoa
100798,Shonda Willimas - physician,they,1992-05-04,140.88,03977,1684,,80.91,13,28.74,3,High,Cocoa
100799,Richard Enriquez - sales associate,he,1953-06-12,200.2,04532,1672,"lizard,dog,cat",83.42,4,31.11,3,High,Cocoa
100800,Grant Markovich - vice president,they,1995-11-22,148.07,03977,1925,"bird,bird,dog,dog",24.18,12,50.43,1,Low,Tea
100801,Mark Brandt - sales associate,he,1997-03-04,145.87,03977,1626,"lizard,hamster,dog,cat,cat,bird",95.21,9,34.69,1,None,Coffee
100802,June Bailey - sales associate,she,1998-01-18,185.53,00221,1969,cat,122.79,11,27.4,3,High,Cocoa
100803,Jamie Madera - assistant manager,she,1957-05-01,185.63,00221,1947,,51.39,12,6.59,2,High,Cocoa
100804,Maryrose Kaufman - software engineer,she,1967-08-27,170.71,00221,1778,fish,104.53,7,22.62,2,Low,Cider
100805,Stephen Mcilwraith - vice president,they,1970-11-16,174.53,00221,1960,,64.91,8,27.55,2,Low,Cider
100806,James Malcom - software engineer,he,1968-02-13,206.66,07770,3000,"lizard,cat,cat,dog,hamster",3.49,3,13.51,2,None,Coffee
100807,Angela Schroeder - vice president,she,1970-12-07,151.83,00221,2044,"dog,bird,dog,dog",42.03,2,0.56,6,None,Coffee
100808,Celestina Smith - sales associate,she,1990-04-04,162.85,03977,1966,"fish,bird",80.88,10,21.79,1,Medium,Tea
100809,Mark Bobbitt - general manager,he,1976-10-21,216.62,08161,1262,"lizard,cat,bird,cat",99.23,10,32.89,1,Medium,Cocoa
100810,Guy Bozeman - vice president,they,1986-10-11,145.2,08161,1678,cat,98.67,5,31.13,2,High,Cider
100811,David Rollins - trucker,he,1960-08-14,251.75,03977,2151,cat,104.29,6,4.78,2,High,Tea
100812,Esperanza Roberts - vice president,she,1963-07-03,187.54,08161,1853,"bird,dog,dog,dog,dog",83.44,4,18.47,2,Low,Tea
100813,Terrell Lord - vice president,he,1977-04-19,210.66,08161,2072,,107.55,8,53.28,5,Medium,Cider
100814,Alice Mcmahon - sales associate,they,1988-05-14,162.96,06861,1745,dog,74.3,2,32.03,2,Low,Cider
100815,Hugh Johnson - scientist,he,1967-05-14,196.55,06861,2090,dog,98.01,3,27.81,2,High,Cider
100816,Dale Cash - scientist,he,1985-06-26,231.5,00221,2369,dog,109.23,8,4.49,2,High,Tea
100817,Megan Picot - assistant manager,she,1979-01-09,172.39,00221,2112,"dog,fish,cat,dog,fish",86.32,1,31.44,None,High,Tea
100818,Eric Reinoso - sales associate,they,1996-12-01,155.68,06861,2199,"dog,hamster,cat,bird,dog,hamster",132.86,7,3.49,3,Low,Coffee
100819,Leslie Jones - vice president,he,1993-10-10,182.82,06861,2144,"cat,cat,dog",82.52,6,23.32,3,High,Tea
100820,Sidney Sanchez - physician,he,1967-04-04,159.75,04532,1744,dog,53.9,6,28.98,1,Low,Cider
100821,Eugene Luckner - sales associate,he,1995-02-25,139.93,06861,1900,"dog,dog,dog,dog",52.75,6,23.8,3,None,Coffee
100822,John Lee - vice president,he,1969-05-24,165.15,00221,2258,,82.18,7,41.61,5,None,Cider
100823,Christine Cordova - software engineer,they,1990-11-28,131.83,08161,1482,"bird,cat",45.25,10,6.76,2,None,Coffee
100824,Marcus Farrington - engineer,he,2004-05-04,209.42,00849,3197,"cat,dog,bird,bird,bird",66.47,5,35.46,2,Low,Coffee
100825,Etta Robinson - trucker,she,1982-04-16,167.9,00849,3622,"dog,bird,bird",140.75,7,37.32,1,High,Tea
100826,James Sneed - physician,he,1985-05-18,176.93,00221,2379,,97.41,5,22.17,5,Medium,Cocoa
100827,Louella Lee - vice president,she,1982-10-04,189.61,04532,1650,,100.22,16,34.86,2,Low,Cider
100828,Stanley Weible - sales associate,he,1932-04-03,193.14,00221,2113,"dog,lizard,dog,cat,hamster",136.24,8,22.88,4,Low,Tea
100829,Dorothy Simmons - trucker,she,1965-02-24,163.56,00221,1332,"dog,hamster,cat,dog,hamster,dog",47.41,3,9.28,1,Low,Coffee
100830,Edward Ocampo - teacher,he,1993-09-23,171.12,03977,1356,"dog,hamster,bird",154.93,6,40.37,None,Low,Cocoa
100831,Vicki Goodson - physician,she,1999-08-03,189.69,00221,2406,"fish,fish,dog,fish,fish,fish",110.09,8,20.72,2,None,Coffee
100832,Louis Richardson - assistant manager,he,1952-07-16,160.36,03977,2026,dog,79.54,7,33.07,3,High,Cider
100833,Ruth Harris - trucker,they,1993-03-28,147.17,08161,1667,"dog,cat,cat,lizard,dog,fish",79.33,10,13.73,None,None,Coffee
100834,Dawn Eckard - vice president,she,1994-12-04,166.35,03977,1810,"dog,fish,hamster,cat,bird",108.26,4,8.16,2,Medium,Coffee
100835,James Lee - assistant manager,he,1936-07-10,192.78,06861,2424,,80.65,14,1.8,4,Low,Tea
100836,Marcus Haynes - scientist,they,1987-06-07,154.53,00445,1887,"lizard,dog,fish",92.32,8,41.95,4,Low,Cocoa
100837,Cristopher Chong - trucker,he,1948-04-17,217.82,03977,1671,,79.8,10,2.32,1,High,Tea
100838,April Henricks - vice president,she,1982-03-07,147.24,00221,2510,"dog,cat,fish,dog,bird,dog",54.17,8,6.7,2,Medium,Coffee
100839,Valerie Beckham - physician,she,1989-03-10,154.51,00221,2341,"cat,hamster,dog,cat,dog,cat",139.86,10,62.21,5,Medium,Coffee
100840,Thea Srinvasan - physician,she,1969-08-21,151.83,06861,2119,,63.31,16,27.89,2,None,Cider
100841,Isabel Nicolosi - physician,she,1973-06-24,152.48,00221,2372,"fish,bird",133.8,20,19.25,1,None,Tea
100842,Julie Sengbusch - vice president,she,1962-07-26,194.4,08161,3272,,63.08,7,46.4,5,High,Cider
100843,Pamela Siebold - software engineer,she,1979-01-13,177.6,00221,1578,"dog,dog,dog,cat",-11.73,14,3.05,3,Medium,Coffee
100844,Reginald Johnson - trucker,he,2000-04-11,227.35,08161,2450,"hamster,dog,dog,cat,fish,dog",139.69,10,5.38,1,None,Coffee
100845,Bruce Weeks - vice president,he,1955-12-16,204.18,00221,1869,"dog,cat,hamster",46.32,3,13.86,None,Low,Tea
100846,Phillip Burton - vice president,he,1987-02-10,269.65,00221,2110,"dog,hamster,dog,cat",113.03,8,22.51,1,High,Coffee
100847,Juan Lajaunie - teacher,he,1926-01-04,204.31,00445,2160,,46.5,3,16.08,2,Low,Cider
100848,John Mason - assistant manager,he,1938-06-02,180.05,03977,1313,cat,134.24,5,59.13,2,Medium,Cider
100849,Ryan Banter - trucker,he,1945-04-19,169.28,07770,2130,"dog,dog",66.88,1,28.97,2,Medium,Cocoa
100850,Richard Jackson - sales associate,he,1965-01-04,205.81,08161,2662,"fish,hamster",19.77,7,1.46,None,Low,Coffee
100851,Carl Vang - assistant manager,he,1954-06-04,187.51,08161,2378,"cat,bird,dog,bird,hamster,cat",145.03,3,44.58,None,Medium,Tea
100852,Patrica Nobles - vice president,she,1976-05-14,143.26,08161,2545,,62.99,8,18.06,3,None,Cocoa
100853,Ronald Kunz - sales associate,they,1989-09-05,204.21,04532,1772,"dog,dog,cat,hamster,fish,dog",143.84,5,51.2,3,Low,Tea
100854,Esther Suzuki - trucker,they,1986-06-25,168.01,03977,1780,"cat,cat,lizard",61.98,8,18.14,None,None,Tea
100855,Robert Fowlkes - assistant manager,they,2003-08-02,142.51,08161,1834,cat,97.13,3,38.56,5,None,Cocoa
100856,Julie Gladney - teacher,she,2003-04-06,185.55,03977,1064,,53.81,12,31.02,1,High,Coffee
100857,Matthew Navarro - assistant manager,he,1959-07-15,217.88,03977,1768,"dog,dog,cat,dog,hamster,fish",105.42,9,15.54,None,None,Tea
100858,Fred Durham - software engineer,he,1986-02-20,215.25,04532,1753,"dog,dog",77.88,13,0.84,4,High,Coffee
100859,Scott Durkee - physician,he,1967-02-19,188.97,06861,2196,,69.16,4,1.57,2,Low,Coffee
100860,Rosalee Brown - physician,she,1934-07-06,189.26,03977,2177,,58.0,4,36.2,1,None,Cider
100861,Roxana Noland - assistant manager,she,1940-12-23,154.09,06861,2283,fish,21.21,5,15.51,2,High,Cider
100862,Harriet Scott - vice president,she,1974-11-26,187.62,06393,2046,,49.26,10,10.81,2,None,Cocoa
100863,Donna Cruz - assistant manager,she,1954-08-06,140.2,03977,1798,"cat,fish,dog",34.3,8,26.22,2,Medium,Cocoa
100864,Janice Morales - teacher,she,1990-07-06,164.43,04532,1559,"dog,dog,cat,dog,cat,cat",107.4,4,49.7,3,None,Tea
100865,Nelson Lang - trucker,they,1971-06-12,166.2,03977,1369,bird,104.78,11,31.63,5,Medium,Cider
100866,Donnie Brymer - assistant manager,he,1947-11-14,174.42,03977,1647,"dog,dog,hamster",66.96,11,0.14,5,High,Coffee
100867,Jason Massanelli - sales associate,he,1954-12-02,224.34,03977,1845,cat,68.58,8,2.88,1,None,Tea
100868,Roger Martinez - scientist,he,1929-08-25,150.4,00221,2707,,17.66,3,15.31,3,Medium,Cider
100869,Sara Kash - scientist,she,1966-08-28,167.24,03977,1333,,78.68,7,15.64,3,Medium,Cider
100870,Mary Dickson - teacher,she,1955-06-02,144.05,00849,2203,,60.1,7,2.93,3,Low,Tea
100871,Deedra Oates - sales associate,she,1954-08-28,168.84,00221,-1000,,94.76,7,48.61,3,High,Cider
100872,Pablo Sholtis - software engineer,he,1978-08-07,248.34,08161,2455,"cat,dog,fish,hamster,cat,lizard",134.97,6,28.49,3,None,Coffee
100873,Michelle Patton - physician,she,1933-03-04,167.61,00221,1236,,93.63,8,77.34,2,High,Cider
100874,Elizabeth Curtice - software engineer,she,2001-02-26,174.28,03977,1578,"dog,hamster,fish,cat,dog",170.43,10,25.91,3,None,Coffee
100875,Kenneth Hall - assistant manager,he,1984-06-16,201.46,00221,1531,,44.78,11,42.02,None,Medium,Cider
100876,Ronald Espinoza - trucker,he,1957-01-21,150.34,03977,1961,"dog,dog,dog,fish,bird,hamster",87.7,5,10.57,3,Low,Tea
100877,Mitchell Richards - trucker,he,1999-07-16,244.52,00221,1913,,91.4,9,44.34,4,Medium,Cocoa
100878,Gregory Forcier - software engineer,he,1993-06-16,225.34,07770,2908,,90.43,7,28.75,2,None,Cocoa
100879,Fredrick Vaught - vice president,he,1957-05-15,159.49,00849,2986,fish,102.58,7,1.27,4,Medium,Coffee
100880,Lisa Zimmerman - physician,she,1975-08-07,156.9,06393,2135,"bird,bird,lizard,dog,bird,cat",99.23,6,45.65,3,Medium,Tea
100881,Elaine Pugh - vice president,she,1934-10-25,147.34,08161,2962,"cat,fish,cat,dog,dog,bird",42.59,12,2.99,1,None,Coffee
100882,Irma Green - vice president,she,1987-10-19,149.26,00445,2257,"dog,cat",126.46,5,19.75,3,Medium,Tea
100883,Roy Moore - assistant manager,he,1949-03-28,232.35,08161,1682,"cat,dog,cat,cat,fish,fish",-40.39,10,8.02,1,None,Coffee
100884,Heather Block - assistant manager,she,1976-05-21,178.22,06393,2120,cat,88.25,3,16.79,3,None,Cocoa
100885,Frank Jordan - sales associate,he,1927-12-15,184.68,00221,1931,cat,59.76,5,33.56,3,Medium,Cider
100886,Yolanda Moore - general manager,she,1984-09-21,189.73,03977,1998,dog,91.41,10,73.25,None,Medium,Cider
